# This is ionized PAHs from DL (2007)
# nsize (number of sampled sizes in this file
# sizes (microns)
# n_size = 30 
#    3.0000E-04  3.3056E-04  3.6424E-04  4.0135E-04  4.4223E-04  4.8729E-04  5.3693E-04  5.9163E-04  6.5190E-04  7.1832E-04  7.9150E-04  8.7213E-04  9.6098E-04  1.0589E-03  1.1668E-03  1.2856E-03  1.4166E-03  1.5609E-03  1.7199E-03  1.8951E-03  2.0882E-03  2.3010E-03  2.5354E-03  2.7937E-03  3.0783E-03  3.3919E-03  3.7374E-03  4.1182E-03  4.5377E-03  5.0000E-03
#
# Index=	   0  radius=   0.0003000000
# Radius 	 Lambda 	 Qabs 	 Qext 
3.0000e-04 5.5778e+00 2.4589e-06 2.4589e-06 
3.0000e-04 5.6074e+00 2.7499e-06 2.7499e-06 
3.0000e-04 5.6372e+00 3.1302e-06 3.1302e-06 
3.0000e-04 5.6672e+00 3.5338e-06 3.5338e-06 
3.0000e-04 5.6973e+00 3.7788e-06 3.7788e-06 
3.0000e-04 5.7276e+00 3.7238e-06 3.7238e-06 
3.0000e-04 5.7580e+00 3.4785e-06 3.4785e-06 
3.0000e-04 5.7886e+00 3.2402e-06 3.2402e-06 
3.0000e-04 5.8194e+00 3.1004e-06 3.1004e-06 
3.0000e-04 5.8503e+00 3.0700e-06 3.0700e-06 
3.0000e-04 5.8814e+00 3.1398e-06 3.1398e-06 
3.0000e-04 5.9127e+00 3.3071e-06 3.3071e-06 
3.0000e-04 5.9441e+00 3.5810e-06 3.5810e-06 
3.0000e-04 5.9757e+00 3.9894e-06 3.9894e-06 
3.0000e-04 6.0074e+00 4.5811e-06 4.5811e-06 
3.0000e-04 6.0394e+00 5.4487e-06 5.4487e-06 
3.0000e-04 6.0715e+00 6.7360e-06 6.7360e-06 
3.0000e-04 6.1037e+00 8.6734e-06 8.6734e-06 
3.0000e-04 6.1362e+00 1.1567e-05 1.1567e-05 
3.0000e-04 6.1688e+00 1.5412e-05 1.5412e-05 
3.0000e-04 6.2016e+00 1.8890e-05 1.8890e-05 
3.0000e-04 6.2345e+00 1.9206e-05 1.9206e-05 
3.0000e-04 6.2677e+00 1.6099e-05 1.6099e-05 
3.0000e-04 6.3010e+00 1.2337e-05 1.2337e-05 
3.0000e-04 6.3345e+00 9.4775e-06 9.4775e-06 
3.0000e-04 6.3681e+00 7.6071e-06 7.6071e-06 
3.0000e-04 6.4020e+00 6.4318e-06 6.4318e-06 
3.0000e-04 6.4360e+00 5.7177e-06 5.7177e-06 
3.0000e-04 6.4702e+00 5.3050e-06 5.3050e-06 
3.0000e-04 6.5046e+00 5.0979e-06 5.0979e-06 
3.0000e-04 6.5392e+00 5.0339e-06 5.0339e-06 
3.0000e-04 6.5739e+00 5.0655e-06 5.0655e-06 
3.0000e-04 6.6089e+00 5.1492e-06 5.1492e-06 
3.0000e-04 6.6440e+00 5.2405e-06 5.2405e-06 
3.0000e-04 6.6793e+00 5.2996e-06 5.2996e-06 
3.0000e-04 6.7148e+00 5.3032e-06 5.3032e-06 
3.0000e-04 6.7505e+00 5.2520e-06 5.2520e-06 
3.0000e-04 6.7864e+00 5.1678e-06 5.1678e-06 
3.0000e-04 6.8224e+00 5.0808e-06 5.0808e-06 
3.0000e-04 6.8587e+00 5.0169e-06 5.0169e-06 
3.0000e-04 6.8951e+00 4.9935e-06 4.9935e-06 
3.0000e-04 6.9318e+00 5.0196e-06 5.0196e-06 
3.0000e-04 6.9686e+00 5.0986e-06 5.0986e-06 
3.0000e-04 7.0057e+00 5.2319e-06 5.2319e-06 
3.0000e-04 7.0429e+00 5.4189e-06 5.4189e-06 
3.0000e-04 7.0803e+00 5.6600e-06 5.6600e-06 
3.0000e-04 7.1180e+00 5.9568e-06 5.9568e-06 
3.0000e-04 7.1558e+00 6.3094e-06 6.3094e-06 
3.0000e-04 7.1938e+00 6.7222e-06 6.7222e-06 
3.0000e-04 7.2320e+00 7.2013e-06 7.2013e-06 
3.0000e-04 7.2705e+00 7.7593e-06 7.7593e-06 
3.0000e-04 7.3091e+00 8.4117e-06 8.4117e-06 
3.0000e-04 7.3480e+00 9.1915e-06 9.1915e-06 
3.0000e-04 7.3870e+00 1.0138e-05 1.0138e-05 
3.0000e-04 7.4263e+00 1.1312e-05 1.1312e-05 
3.0000e-04 7.4657e+00 1.2750e-05 1.2750e-05 
3.0000e-04 7.5054e+00 1.4427e-05 1.4427e-05 
3.0000e-04 7.5453e+00 1.6113e-05 1.6113e-05 
3.0000e-04 7.5854e+00 1.7356e-05 1.7356e-05 
3.0000e-04 7.6257e+00 1.7788e-05 1.7788e-05 
3.0000e-04 7.6663e+00 1.7551e-05 1.7551e-05 
3.0000e-04 7.7070e+00 1.7149e-05 1.7149e-05 
3.0000e-04 7.7480e+00 1.6921e-05 1.6921e-05 
3.0000e-04 7.7891e+00 1.6836e-05 1.6836e-05 
3.0000e-04 7.8305e+00 1.6596e-05 1.6596e-05 
3.0000e-04 7.8722e+00 1.5908e-05 1.5908e-05 
3.0000e-04 7.9140e+00 1.4742e-05 1.4742e-05 
3.0000e-04 7.9561e+00 1.3326e-05 1.3326e-05 
3.0000e-04 7.9983e+00 1.1952e-05 1.1952e-05 
3.0000e-04 8.0409e+00 1.0799e-05 1.0799e-05 
3.0000e-04 8.0836e+00 9.9491e-06 9.9491e-06 
3.0000e-04 8.1265e+00 9.4082e-06 9.4082e-06 
3.0000e-04 8.1697e+00 9.1573e-06 9.1573e-06 
3.0000e-04 8.2132e+00 9.1652e-06 9.1652e-06 
3.0000e-04 8.2568e+00 9.3806e-06 9.3806e-06 
3.0000e-04 8.3007e+00 9.7396e-06 9.7396e-06 
3.0000e-04 8.3448e+00 1.0204e-05 1.0204e-05 
3.0000e-04 8.3892e+00 1.0832e-05 1.0832e-05 
3.0000e-04 8.4337e+00 1.1774e-05 1.1774e-05 
3.0000e-04 8.4786e+00 1.3189e-05 1.3189e-05 
3.0000e-04 8.5236e+00 1.5007e-05 1.5007e-05 
3.0000e-04 8.5689e+00 1.6654e-05 1.6654e-05 
3.0000e-04 8.6145e+00 1.7073e-05 1.7073e-05 
3.0000e-04 8.6603e+00 1.5738e-05 1.5738e-05 
3.0000e-04 8.7063e+00 1.3365e-05 1.3365e-05 
3.0000e-04 8.7526e+00 1.0950e-05 1.0950e-05 
3.0000e-04 8.7991e+00 8.9735e-06 8.9735e-06 
3.0000e-04 8.8458e+00 7.4853e-06 7.4853e-06 
3.0000e-04 8.8928e+00 6.3885e-06 6.3885e-06 
3.0000e-04 8.9401e+00 5.5784e-06 5.5784e-06 
3.0000e-04 8.9876e+00 4.9735e-06 4.9735e-06 
3.0000e-04 9.0354e+00 4.5137e-06 4.5137e-06 
3.0000e-04 9.0834e+00 4.1595e-06 4.1595e-06 
3.0000e-04 9.1317e+00 3.8822e-06 3.8822e-06 
3.0000e-04 9.1802e+00 3.6633e-06 3.6633e-06 
3.0000e-04 9.2290e+00 3.4885e-06 3.4885e-06 
3.0000e-04 9.2781e+00 3.3484e-06 3.3484e-06 
3.0000e-04 9.3274e+00 3.2362e-06 3.2362e-06 
3.0000e-04 9.3769e+00 3.1465e-06 3.1465e-06 
3.0000e-04 9.4268e+00 3.0753e-06 3.0753e-06 
3.0000e-04 9.4769e+00 3.0199e-06 3.0199e-06 
3.0000e-04 9.5272e+00 2.9781e-06 2.9781e-06 
3.0000e-04 9.5779e+00 2.9481e-06 2.9481e-06 
3.0000e-04 9.6288e+00 2.9287e-06 2.9287e-06 
3.0000e-04 9.6800e+00 2.9191e-06 2.9191e-06 
3.0000e-04 9.7314e+00 2.9187e-06 2.9187e-06 
3.0000e-04 9.7831e+00 2.9270e-06 2.9270e-06 
3.0000e-04 9.8351e+00 2.9439e-06 2.9439e-06 
3.0000e-04 9.8874e+00 2.9694e-06 2.9694e-06 
3.0000e-04 9.9399e+00 3.0038e-06 3.0038e-06 
3.0000e-04 9.9928e+00 3.0476e-06 3.0476e-06 
3.0000e-04 1.0046e+01 3.1014e-06 3.1014e-06 
3.0000e-04 1.0099e+01 3.1657e-06 3.1657e-06 
3.0000e-04 1.0153e+01 3.2432e-06 3.2432e-06 
3.0000e-04 1.0207e+01 3.3345e-06 3.3345e-06 
3.0000e-04 1.0261e+01 3.4417e-06 3.4417e-06 
3.0000e-04 1.0316e+01 3.5703e-06 3.5703e-06 
3.0000e-04 1.0371e+01 3.7227e-06 3.7227e-06 
3.0000e-04 1.0426e+01 3.9049e-06 3.9049e-06 
3.0000e-04 1.0481e+01 4.1261e-06 4.1261e-06 
3.0000e-04 1.0537e+01 4.4065e-06 4.4065e-06 
3.0000e-04 1.0593e+01 4.7652e-06 4.7652e-06 
3.0000e-04 1.0649e+01 5.2114e-06 5.2114e-06 
3.0000e-04 1.0706e+01 5.6905e-06 5.6905e-06 
3.0000e-04 1.0763e+01 6.2235e-06 6.2235e-06 
3.0000e-04 1.0820e+01 6.9597e-06 6.9597e-06 
3.0000e-04 1.0877e+01 7.9997e-06 7.9997e-06 
3.0000e-04 1.0935e+01 9.5147e-06 9.5147e-06 
3.0000e-04 1.0993e+01 1.1774e-05 1.1774e-05 
3.0000e-04 1.1052e+01 1.5449e-05 1.5449e-05 
3.0000e-04 1.1110e+01 2.1872e-05 2.1872e-05 
3.0000e-04 1.1169e+01 3.5236e-05 3.5236e-05 
3.0000e-04 1.1229e+01 5.4029e-05 5.4029e-05 
3.0000e-04 1.1288e+01 4.7872e-05 4.7872e-05 
3.0000e-04 1.1348e+01 4.0213e-05 4.0213e-05 
3.0000e-04 1.1409e+01 3.2838e-05 3.2838e-05 
3.0000e-04 1.1469e+01 2.5791e-05 2.5791e-05 
3.0000e-04 1.1530e+01 2.0471e-05 2.0471e-05 
3.0000e-04 1.1592e+01 1.7093e-05 1.7093e-05 
3.0000e-04 1.1653e+01 1.5296e-05 1.5296e-05 
3.0000e-04 1.1715e+01 1.4598e-05 1.4598e-05 
3.0000e-04 1.1777e+01 1.4753e-05 1.4753e-05 
3.0000e-04 1.1840e+01 1.5531e-05 1.5531e-05 
3.0000e-04 1.1903e+01 1.6576e-05 1.6576e-05 
3.0000e-04 1.1966e+01 1.7364e-05 1.7364e-05 
3.0000e-04 1.2030e+01 1.7474e-05 1.7474e-05 
3.0000e-04 1.2094e+01 1.6988e-05 1.6988e-05 
3.0000e-04 1.2158e+01 1.6432e-05 1.6432e-05 
3.0000e-04 1.2223e+01 1.6307e-05 1.6307e-05 
3.0000e-04 1.2288e+01 1.6928e-05 1.6928e-05 
3.0000e-04 1.2353e+01 1.8451e-05 1.8451e-05 
3.0000e-04 1.2419e+01 2.0960e-05 2.0960e-05 
3.0000e-04 1.2485e+01 2.4203e-05 2.4203e-05 
3.0000e-04 1.2551e+01 2.7380e-05 2.7380e-05 
3.0000e-04 1.2618e+01 2.9355e-05 2.9355e-05 
3.0000e-04 1.2685e+01 2.9031e-05 2.9031e-05 
3.0000e-04 1.2752e+01 2.4723e-05 2.4723e-05 
3.0000e-04 1.2820e+01 2.0003e-05 2.0003e-05 
3.0000e-04 1.2888e+01 1.6395e-05 1.6395e-05 
3.0000e-04 1.2956e+01 1.3770e-05 1.3770e-05 
3.0000e-04 1.3025e+01 1.1899e-05 1.1899e-05 
3.0000e-04 1.3095e+01 1.0628e-05 1.0628e-05 
3.0000e-04 1.3164e+01 9.8579e-06 9.8579e-06 
3.0000e-04 1.3234e+01 9.4777e-06 9.4777e-06 
3.0000e-04 1.3304e+01 9.4217e-06 9.4217e-06 
3.0000e-04 1.3375e+01 9.5510e-06 9.5510e-06 
3.0000e-04 1.3446e+01 9.5902e-06 9.5902e-06 
3.0000e-04 1.3518e+01 9.2429e-06 9.2429e-06 
3.0000e-04 1.3590e+01 8.5040e-06 8.5040e-06 
3.0000e-04 1.3662e+01 7.6400e-06 7.6400e-06 
3.0000e-04 1.3734e+01 6.8716e-06 6.8716e-06 
3.0000e-04 1.3807e+01 6.2643e-06 6.2643e-06 
3.0000e-04 1.3881e+01 5.8199e-06 5.8199e-06 
3.0000e-04 1.3955e+01 5.5264e-06 5.5264e-06 
3.0000e-04 1.4029e+01 5.3717e-06 5.3717e-06 
3.0000e-04 1.4103e+01 5.3334e-06 5.3334e-06 
3.0000e-04 1.4178e+01 5.2880e-06 5.2880e-06 
3.0000e-04 1.4254e+01 5.0555e-06 5.0555e-06 
3.0000e-04 1.4329e+01 4.7392e-06 4.7392e-06 
3.0000e-04 1.4405e+01 4.4788e-06 4.4788e-06 
3.0000e-04 1.4482e+01 4.2908e-06 4.2908e-06 
3.0000e-04 1.4559e+01 4.1551e-06 4.1551e-06 
3.0000e-04 1.4636e+01 4.0524e-06 4.0524e-06 
3.0000e-04 1.4714e+01 3.9705e-06 3.9705e-06 
3.0000e-04 1.4792e+01 3.9041e-06 3.9041e-06 
3.0000e-04 1.4871e+01 3.8483e-06 3.8483e-06 
3.0000e-04 1.4950e+01 3.8014e-06 3.8014e-06 
3.0000e-04 1.5029e+01 3.7617e-06 3.7617e-06 
3.0000e-04 1.5109e+01 3.7276e-06 3.7276e-06 
3.0000e-04 1.5190e+01 3.6985e-06 3.6985e-06 
3.0000e-04 1.5270e+01 3.6748e-06 3.6748e-06 
3.0000e-04 1.5352e+01 3.6556e-06 3.6556e-06 
3.0000e-04 1.5433e+01 3.6419e-06 3.6419e-06 
3.0000e-04 1.5515e+01 3.6340e-06 3.6340e-06 
3.0000e-04 1.5598e+01 3.6340e-06 3.6340e-06 
3.0000e-04 1.5681e+01 3.6451e-06 3.6451e-06 
3.0000e-04 1.5764e+01 3.6731e-06 3.6731e-06 
3.0000e-04 1.5848e+01 3.7192e-06 3.7192e-06 
3.0000e-04 1.5932e+01 3.7536e-06 3.7536e-06 
3.0000e-04 1.6017e+01 3.7742e-06 3.7742e-06 
3.0000e-04 1.6102e+01 3.8311e-06 3.8311e-06 
3.0000e-04 1.6187e+01 3.9596e-06 3.9596e-06 
3.0000e-04 1.6273e+01 4.2338e-06 4.2338e-06 
3.0000e-04 1.6360e+01 4.8452e-06 4.8452e-06 
3.0000e-04 1.6447e+01 5.5712e-06 5.5712e-06 
3.0000e-04 1.6534e+01 5.0968e-06 5.0968e-06 
3.0000e-04 1.6622e+01 4.6511e-06 4.6511e-06 
3.0000e-04 1.6710e+01 4.5533e-06 4.5533e-06 
3.0000e-04 1.6799e+01 4.5938e-06 4.5938e-06 
3.0000e-04 1.6888e+01 4.6675e-06 4.6675e-06 
3.0000e-04 1.6978e+01 4.7155e-06 4.7155e-06 
3.0000e-04 1.7068e+01 4.7042e-06 4.7042e-06 
3.0000e-04 1.7159e+01 4.6360e-06 4.6360e-06 
3.0000e-04 1.7250e+01 4.5697e-06 4.5697e-06 
3.0000e-04 1.7342e+01 4.5992e-06 4.5992e-06 
3.0000e-04 1.7434e+01 4.3303e-06 4.3303e-06 
3.0000e-04 1.7527e+01 3.9480e-06 3.9480e-06 
3.0000e-04 1.7620e+01 3.7213e-06 3.7213e-06 
3.0000e-04 1.7714e+01 3.5860e-06 3.5860e-06 
3.0000e-04 1.7808e+01 3.5266e-06 3.5266e-06 
3.0000e-04 1.7902e+01 3.4333e-06 3.4333e-06 
3.0000e-04 1.7998e+01 3.2477e-06 3.2477e-06 
3.0000e-04 1.8093e+01 3.1063e-06 3.1063e-06 
3.0000e-04 1.8189e+01 3.0053e-06 3.0053e-06 
3.0000e-04 1.8286e+01 2.9261e-06 2.9261e-06 
3.0000e-04 1.8383e+01 2.8602e-06 2.8602e-06 
3.0000e-04 1.8481e+01 2.8025e-06 2.8025e-06 
3.0000e-04 1.8579e+01 2.7509e-06 2.7509e-06 
3.0000e-04 1.8678e+01 2.7032e-06 2.7032e-06 
3.0000e-04 1.8777e+01 2.6585e-06 2.6585e-06 
3.0000e-04 1.8877e+01 2.6156e-06 2.6156e-06 
3.0000e-04 1.8977e+01 2.5741e-06 2.5741e-06 
3.0000e-04 1.9078e+01 2.5333e-06 2.5333e-06 
3.0000e-04 1.9180e+01 2.4930e-06 2.4930e-06 
3.0000e-04 1.9281e+01 2.4541e-06 2.4541e-06 
3.0000e-04 1.9384e+01 2.4154e-06 2.4154e-06 
3.0000e-04 1.9487e+01 2.3780e-06 2.3780e-06 
3.0000e-04 1.9591e+01 2.3414e-06 2.3414e-06 
3.0000e-04 1.9695e+01 2.3060e-06 2.3060e-06 
3.0000e-04 1.9799e+01 2.2719e-06 2.2719e-06 
3.0000e-04 1.9905e+01 2.2384e-06 2.2384e-06 
3.0000e-04 2.0010e+01 2.2064e-06 2.2064e-06 
3.0000e-04 2.0117e+01 2.1749e-06 2.1749e-06 
3.0000e-04 2.0224e+01 2.1445e-06 2.1445e-06 
3.0000e-04 2.0331e+01 2.1151e-06 2.1151e-06 
3.0000e-04 2.0439e+01 2.0863e-06 2.0863e-06 
3.0000e-04 2.0548e+01 2.0581e-06 2.0581e-06 
3.0000e-04 2.0657e+01 2.0308e-06 2.0308e-06 
3.0000e-04 2.0767e+01 2.0040e-06 2.0040e-06 
3.0000e-04 2.0877e+01 1.9778e-06 1.9778e-06 
3.0000e-04 2.0988e+01 1.9521e-06 1.9521e-06 
3.0000e-04 2.1100e+01 1.9268e-06 1.9268e-06 
3.0000e-04 2.1212e+01 1.9022e-06 1.9022e-06 
3.0000e-04 2.1324e+01 1.8782e-06 1.8782e-06 
3.0000e-04 2.1438e+01 1.8544e-06 1.8544e-06 
3.0000e-04 2.1552e+01 1.8311e-06 1.8311e-06 
3.0000e-04 2.1666e+01 1.8084e-06 1.8084e-06 
3.0000e-04 2.1781e+01 1.7861e-06 1.7861e-06 
3.0000e-04 2.1897e+01 1.7641e-06 1.7641e-06 
3.0000e-04 2.2014e+01 1.7423e-06 1.7423e-06 
3.0000e-04 2.2131e+01 1.7211e-06 1.7211e-06 
3.0000e-04 2.2248e+01 1.7003e-06 1.7003e-06 
3.0000e-04 2.2366e+01 1.6798e-06 1.6798e-06 
3.0000e-04 2.2485e+01 1.6596e-06 1.6596e-06 
3.0000e-04 2.2605e+01 1.6398e-06 1.6398e-06 
3.0000e-04 2.2725e+01 1.6204e-06 1.6204e-06 
3.0000e-04 2.2846e+01 1.6012e-06 1.6012e-06 
3.0000e-04 2.2967e+01 1.5826e-06 1.5826e-06 
3.0000e-04 2.3089e+01 1.5642e-06 1.5642e-06 
3.0000e-04 2.3212e+01 1.5460e-06 1.5460e-06 
3.0000e-04 2.3335e+01 1.5282e-06 1.5282e-06 
3.0000e-04 2.3459e+01 1.5106e-06 1.5106e-06 
3.0000e-04 2.3584e+01 1.4933e-06 1.4933e-06 
3.0000e-04 2.3709e+01 1.4763e-06 1.4763e-06 
3.0000e-04 2.3835e+01 1.4596e-06 1.4596e-06 
3.0000e-04 2.3962e+01 1.4432e-06 1.4432e-06 
3.0000e-04 2.4089e+01 1.4272e-06 1.4272e-06 
3.0000e-04 2.4217e+01 1.4114e-06 1.4114e-06 
3.0000e-04 2.4346e+01 1.3958e-06 1.3958e-06 
3.0000e-04 2.4476e+01 1.3805e-06 1.3805e-06 
3.0000e-04 2.4606e+01 1.3655e-06 1.3655e-06 
3.0000e-04 2.4736e+01 1.3507e-06 1.3507e-06 
3.0000e-04 2.4868e+01 1.3360e-06 1.3360e-06 
3.0000e-04 2.5000e+01 1.3217e-06 1.3217e-06 
3.0000e-04 2.6596e+01 1.1705e-06 1.1705e-06 
3.0000e-04 2.8295e+01 1.0443e-06 1.0443e-06 
3.0000e-04 3.0101e+01 9.3703e-07 9.3703e-07 
3.0000e-04 3.2023e+01 8.4351e-07 8.4351e-07 
3.0000e-04 3.4068e+01 7.5989e-07 7.5989e-07 
3.0000e-04 3.6243e+01 6.8368e-07 6.8368e-07 
3.0000e-04 3.8557e+01 6.1336e-07 6.1336e-07 
3.0000e-04 4.1019e+01 5.4826e-07 5.4826e-07 
3.0000e-04 4.3638e+01 4.8815e-07 4.8815e-07 
3.0000e-04 4.6425e+01 4.3310e-07 4.3310e-07 
3.0000e-04 4.9389e+01 3.8320e-07 3.8320e-07 
3.0000e-04 5.2543e+01 3.3828e-07 3.3828e-07 
3.0000e-04 5.5898e+01 2.9813e-07 2.9813e-07 
3.0000e-04 5.9467e+01 2.6244e-07 2.6244e-07 
3.0000e-04 6.3264e+01 2.3085e-07 2.3085e-07 
3.0000e-04 6.7303e+01 2.0297e-07 2.0297e-07 
3.0000e-04 7.1601e+01 1.7843e-07 1.7843e-07 
3.0000e-04 7.6173e+01 1.5687e-07 1.5687e-07 
3.0000e-04 8.1036e+01 1.3794e-07 1.3794e-07 
3.0000e-04 8.6211e+01 1.2136e-07 1.2136e-07 
3.0000e-04 9.1715e+01 1.0684e-07 1.0684e-07 
3.0000e-04 9.7572e+01 9.4111e-08 9.4111e-08 
3.0000e-04 1.0380e+02 8.2980e-08 8.2980e-08 
3.0000e-04 1.1043e+02 7.3308e-08 7.3308e-08 
3.0000e-04 1.1748e+02 6.4981e-08 6.4981e-08 
3.0000e-04 1.2498e+02 5.7871e-08 5.7871e-08 
3.0000e-04 1.3296e+02 5.1747e-08 5.1747e-08 
3.0000e-04 1.4145e+02 4.6084e-08 4.6084e-08 
3.0000e-04 1.5048e+02 4.0542e-08 4.0542e-08 
3.0000e-04 1.6009e+02 3.5399e-08 3.5399e-08 
3.0000e-04 1.7031e+02 3.0915e-08 3.0915e-08 
3.0000e-04 1.8119e+02 2.7067e-08 2.7067e-08 
3.0000e-04 1.9276e+02 2.3756e-08 2.3756e-08 
3.0000e-04 2.0507e+02 2.0883e-08 2.0883e-08 
3.0000e-04 2.1816e+02 1.8380e-08 1.8380e-08 
3.0000e-04 2.3209e+02 1.6191e-08 1.6191e-08 
3.0000e-04 2.4691e+02 1.4270e-08 1.4270e-08 
3.0000e-04 2.6268e+02 1.2583e-08 1.2583e-08 
3.0000e-04 2.7945e+02 1.1099e-08 1.1099e-08 
3.0000e-04 2.9729e+02 9.7935e-09 9.7935e-09 
3.0000e-04 3.1627e+02 8.6431e-09 8.6431e-09 
3.0000e-04 3.3647e+02 7.6288e-09 7.6288e-09 
3.0000e-04 3.5795e+02 6.7349e-09 6.7349e-09 
3.0000e-04 3.8081e+02 5.9461e-09 5.9461e-09 
3.0000e-04 4.0512e+02 5.2506e-09 5.2506e-09 
3.0000e-04 4.3099e+02 4.6366e-09 4.6366e-09 
3.0000e-04 4.5851e+02 4.0947e-09 4.0947e-09 
3.0000e-04 4.8779e+02 3.6163e-09 3.6163e-09 
3.0000e-04 5.1893e+02 3.1942e-09 3.1942e-09 
3.0000e-04 5.5207e+02 2.8213e-09 2.8213e-09 
3.0000e-04 5.8732e+02 2.4921e-09 2.4921e-09 
3.0000e-04 6.2482e+02 2.2014e-09 2.2014e-09 
3.0000e-04 6.6471e+02 1.9447e-09 1.9447e-09 
3.0000e-04 7.0716e+02 1.7179e-09 1.7179e-09 
3.0000e-04 7.5231e+02 1.5176e-09 1.5176e-09 
3.0000e-04 8.0035e+02 1.3407e-09 1.3407e-09 
3.0000e-04 8.5145e+02 1.1845e-09 1.1845e-09 
3.0000e-04 9.0582e+02 1.0464e-09 1.0464e-09 
3.0000e-04 9.6366e+02 9.2447e-10 9.2447e-10 
3.0000e-04 1.0252e+03 8.1673e-10 8.1673e-10 
3.0000e-04 1.0906e+03 7.2167e-10 7.2167e-10 
3.0000e-04 1.1603e+03 6.3752e-10 6.3752e-10 
3.0000e-04 1.2344e+03 5.6324e-10 5.6324e-10 
3.0000e-04 1.3132e+03 4.9766e-10 4.9766e-10 
3.0000e-04 1.3970e+03 4.3971e-10 4.3971e-10 
3.0000e-04 1.4862e+03 3.8849e-10 3.8849e-10 
3.0000e-04 1.5811e+03 3.4325e-10 3.4325e-10 
3.0000e-04 1.6821e+03 3.0327e-10 3.0327e-10 
3.0000e-04 1.7895e+03 2.6794e-10 2.6794e-10 
3.0000e-04 1.9038e+03 2.3673e-10 2.3673e-10 
3.0000e-04 2.0253e+03 2.0918e-10 2.0918e-10 
3.0000e-04 2.1546e+03 1.8481e-10 1.8481e-10 
3.0000e-04 2.2922e+03 1.6329e-10 1.6329e-10 
3.0000e-04 2.4386e+03 1.4427e-10 1.4427e-10 
3.0000e-04 2.5943e+03 1.2747e-10 1.2747e-10 
3.0000e-04 2.7599e+03 1.1263e-10 1.1263e-10 
3.0000e-04 2.9362e+03 9.9511e-11 9.9511e-11 
3.0000e-04 3.1236e+03 8.7929e-11 8.7929e-11 
3.0000e-04 3.3231e+03 7.7688e-11 7.7688e-11 
3.0000e-04 3.5353e+03 6.8641e-11 6.8641e-11 
3.0000e-04 3.7610e+03 6.0648e-11 6.0648e-11 
3.0000e-04 4.0012e+03 5.3586e-11 5.3586e-11 
3.0000e-04 4.2566e+03 4.7348e-11 4.7348e-11 
3.0000e-04 4.5284e+03 4.1835e-11 4.1835e-11 
3.0000e-04 4.8176e+03 3.6962e-11 3.6962e-11 
3.0000e-04 5.1252e+03 3.2659e-11 3.2659e-11 
3.0000e-04 5.4524e+03 2.8856e-11 2.8856e-11 
3.0000e-04 5.8006e+03 2.5496e-11 2.5496e-11 
3.0000e-04 6.1710e+03 2.2527e-11 2.2527e-11 
3.0000e-04 6.5650e+03 1.9905e-11 1.9905e-11 
3.0000e-04 6.9842e+03 1.7587e-11 1.7587e-11 
3.0000e-04 7.4301e+03 1.5539e-11 1.5539e-11 
3.0000e-04 7.9046e+03 1.3729e-11 1.3729e-11 
3.0000e-04 8.4093e+03 1.2131e-11 1.2131e-11 
3.0000e-04 8.9462e+03 1.0719e-11 1.0719e-11 
3.0000e-04 9.5174e+03 9.4705e-12 9.4705e-12 
3.0000e-04 1.0125e+04 8.3679e-12 8.3679e-12 
3.0000e-04 1.0772e+04 7.3930e-12 7.3930e-12 
3.0000e-04 1.1459e+04 6.5331e-12 6.5331e-12 
3.0000e-04 1.2191e+04 5.7721e-12 5.7721e-12 
3.0000e-04 1.2970e+04 5.0996e-12 5.0996e-12 
3.0000e-04 1.3798e+04 4.5059e-12 4.5059e-12 
3.0000e-04 1.4679e+04 3.9812e-12 3.9812e-12 
3.0000e-04 1.5616e+04 3.5178e-12 3.5178e-12 
3.0000e-04 1.6613e+04 3.1083e-12 3.1083e-12 
3.0000e-04 1.7674e+04 2.7462e-12 2.7462e-12 
3.0000e-04 1.8802e+04 2.4266e-12 2.4266e-12 
3.0000e-04 2.0003e+04 2.1440e-12 2.1440e-12 
3.0000e-04 2.1280e+04 1.8943e-12 1.8943e-12 
3.0000e-04 2.2639e+04 1.6737e-12 1.6737e-12 
3.0000e-04 2.4084e+04 1.4789e-12 1.4789e-12 
3.0000e-04 2.5622e+04 1.3067e-12 1.3067e-12 
3.0000e-04 2.7258e+04 1.1545e-12 1.1545e-12 
3.0000e-04 2.8999e+04 1.0201e-12 1.0201e-12 
3.0000e-04 3.0850e+04 9.0134e-13 9.0134e-13 
3.0000e-04 3.2820e+04 7.9638e-13 7.9638e-13 
3.0000e-04 3.4916e+04 7.0364e-13 7.0364e-13 
3.0000e-04 3.7145e+04 6.2172e-13 6.2172e-13 
3.0000e-04 3.9517e+04 5.4932e-13 5.4932e-13 
3.0000e-04 4.2040e+04 4.8536e-13 4.8536e-13 
3.0000e-04 4.4725e+04 4.2883e-13 4.2883e-13 
3.0000e-04 4.7580e+04 3.7891e-13 3.7891e-13 
3.0000e-04 5.0618e+04 3.3479e-13 3.3479e-13 
3.0000e-04 5.3850e+04 2.9581e-13 2.9581e-13 
3.0000e-04 5.7289e+04 2.6136e-13 2.6136e-13 
3.0000e-04 6.0947e+04 2.3093e-13 2.3093e-13 
3.0000e-04 6.4838e+04 2.0404e-13 2.0404e-13 
3.0000e-04 6.8978e+04 1.8028e-13 1.8028e-13 
3.0000e-04 7.3383e+04 1.5929e-13 1.5929e-13 
