U=1.000 
ngas=6.000e+06 (cm-3) 
mean_lam=1.300 (um) 
gamma=0.700 
amax=2.500 (um) 
dust_composition=astro 
! 
Av= 0.000,14.796,41.154,221.104,10886.093
! 
NH= 0.00000e+00,2.14542e+22,5.96732e+22,3.20601e+23,1.57848e+25
! 
w	 p(Av=0.000)	 I(Av=0.000)	 p(Av=14.796)	 I(Av=14.796)	 p(Av=41.154)	 I(Av=41.154)	 p(Av=221.104)	 I(Av=221.104)	 p(Av=10886.093)	 I(Av=10886.093)
9.441e-01	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 nan	 
9.550e-01	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 nan	 
9.661e-01	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 nan	 
9.772e-01	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 nan	 
9.886e-01	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 nan	 
1.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 nan	 
1.012e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 nan	 
1.023e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 nan	 
1.035e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 nan	 
1.047e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 0.000e+00	 nan	 nan	 
1.059e+00	 -0.000e+00	 -7.399e-297	 nan	 0.000e+00	 0.000e+00	 4.112e-302	 nan	 0.000e+00	 nan	 nan	 
1.071e+00	 4.573e-08	 -1.837e-293	 0.000e+00	 1.131e-301	 0.000e+00	 1.246e-298	 nan	 0.000e+00	 nan	 nan	 
1.084e+00	 6.427e-08	 -7.192e-290	 0.000e+00	 5.913e-298	 5.337e-08	 5.258e-295	 0.000e+00	 2.580e-301	 nan	 nan	 
1.097e+00	 6.432e-08	 -2.313e-286	 4.483e-08	 2.219e-294	 5.427e-08	 1.818e-291	 0.000e+00	 1.071e-297	 nan	 nan	 
1.109e+00	 6.444e-08	 -3.376e-283	 4.508e-08	 3.722e-291	 5.437e-08	 2.833e-288	 3.654e-08	 1.955e-294	 nan	 nan	 
1.122e+00	 6.444e-08	 -7.588e-280	 4.508e-08	 9.694e-288	 5.437e-08	 6.825e-285	 3.662e-08	 5.563e-291	 nan	 nan	 
1.135e+00	 6.443e-08	 -1.429e-276	 4.507e-08	 2.108e-284	 5.436e-08	 1.375e-281	 3.661e-08	 1.320e-287	 nan	 nan	 
1.148e+00	 6.452e-08	 -2.266e-273	 4.514e-08	 3.850e-281	 5.444e-08	 2.331e-278	 3.666e-08	 2.623e-284	 nan	 nan	 
1.161e+00	 6.460e-08	 -3.048e-270	 4.519e-08	 5.941e-278	 5.451e-08	 3.344e-275	 3.671e-08	 4.397e-281	 nan	 nan	 
1.175e+00	 6.469e-08	 -5.969e-267	 4.525e-08	 1.345e-274	 5.458e-08	 7.010e-272	 3.675e-08	 1.086e-277	 nan	 nan	 
1.189e+00	 6.474e-08	 -9.776e-264	 4.528e-08	 2.537e-271	 5.462e-08	 1.227e-268	 3.678e-08	 2.231e-274	 nan	 nan	 
1.202e+00	 6.482e-08	 -8.079e-261	 4.534e-08	 2.383e-268	 5.469e-08	 1.077e-265	 3.682e-08	 2.264e-271	 nan	 nan	 
1.216e+00	 6.485e-08	 -9.535e-258	 4.536e-08	 3.220e-265	 5.471e-08	 1.355e-262	 3.684e-08	 3.318e-268	 nan	 nan	 
1.230e+00	 6.493e-08	 -9.570e-255	 4.542e-08	 3.688e-262	 5.478e-08	 1.447e-259	 3.689e-08	 4.115e-265	 nan	 nan	 
1.245e+00	 6.500e-08	 -1.325e-251	 4.546e-08	 5.860e-259	 5.484e-08	 2.137e-256	 3.692e-08	 7.108e-262	 nan	 nan	 
1.259e+00	 6.509e-08	 -9.678e-249	 4.552e-08	 4.857e-256	 5.491e-08	 1.657e-253	 3.697e-08	 6.355e-259	 nan	 nan	 
1.273e+00	 6.518e-08	 -6.111e-246	 4.559e-08	 3.469e-253	 5.499e-08	 1.109e-250	 3.702e-08	 4.888e-256	 nan	 nan	 
1.288e+00	 6.519e-08	 -5.235e-243	 4.559e-08	 3.381e-250	 5.500e-08	 1.009e-247	 3.702e-08	 5.150e-253	 nan	 nan	 
1.303e+00	 6.532e-08	 -3.835e-240	 4.568e-08	 2.810e-247	 5.511e-08	 7.846e-245	 3.710e-08	 4.618e-250	 nan	 nan	 
1.318e+00	 6.545e-08	 -2.417e-237	 4.577e-08	 2.003e-244	 5.522e-08	 5.240e-242	 3.717e-08	 3.546e-247	 nan	 nan	 
1.334e+00	 6.560e-08	 -1.995e-234	 4.587e-08	 1.880e-241	 5.534e-08	 4.593e-239	 3.725e-08	 3.594e-244	 nan	 nan	 
1.349e+00	 6.562e-08	 -9.354e-232	 4.588e-08	 9.912e-239	 5.535e-08	 2.276e-236	 3.726e-08	 2.035e-241	 nan	 nan	 
1.365e+00	 6.564e-08	 -5.694e-229	 4.590e-08	 6.820e-236	 5.537e-08	 1.468e-233	 3.727e-08	 1.507e-238	 nan	 nan	 
1.380e+00	 6.578e-08	 -2.026e-226	 4.599e-08	 2.715e-233	 5.549e-08	 5.505e-231	 3.735e-08	 6.420e-236	 nan	 nan	 
1.396e+00	 6.580e-08	 -9.279e-224	 4.601e-08	 1.398e-230	 5.551e-08	 2.665e-228	 3.736e-08	 3.548e-233	 nan	 nan	 
1.413e+00	 6.575e-08	 -5.352e-221	 4.597e-08	 9.106e-228	 5.546e-08	 1.627e-225	 3.732e-08	 2.486e-230	 nan	 nan	 
1.429e+00	 6.586e-08	 -1.848e-218	 4.604e-08	 3.516e-225	 5.555e-08	 5.922e-223	 3.739e-08	 1.027e-227	 nan	 nan	 
1.445e+00	 6.592e-08	 -5.602e-216	 4.609e-08	 1.189e-222	 5.561e-08	 1.890e-220	 3.742e-08	 3.709e-225	 nan	 nan	 
1.462e+00	 6.595e-08	 -2.117e-213	 4.611e-08	 5.033e-220	 5.563e-08	 7.534e-218	 3.744e-08	 1.681e-222	 nan	 nan	 
1.479e+00	 6.605e-08	 -6.972e-211	 4.617e-08	 1.852e-217	 5.571e-08	 2.614e-215	 3.749e-08	 6.613e-220	 nan	 nan	 
1.496e+00	 6.620e-08	 -2.012e-208	 4.628e-08	 5.957e-215	 5.584e-08	 7.939e-213	 3.758e-08	 2.271e-217	 nan	 nan	 
1.514e+00	 6.624e-08	 -7.051e-206	 4.630e-08	 2.335e-212	 5.587e-08	 2.933e-210	 3.760e-08	 9.523e-215	 nan	 nan	 
1.531e+00	 6.630e-08	 -1.572e-203	 4.634e-08	 5.773e-210	 5.592e-08	 6.864e-208	 3.763e-08	 2.506e-212	 nan	 nan	 
1.549e+00	 6.646e-08	 -4.230e-201	 4.646e-08	 1.729e-207	 5.606e-08	 1.942e-205	 3.772e-08	 8.004e-210	 nan	 nan	 
1.567e+00	 6.641e-08	 -1.001e-198	 4.642e-08	 4.540e-205	 5.602e-08	 4.826e-203	 3.769e-08	 2.239e-207	 nan	 nan	 
1.585e+00	 6.657e-08	 -2.089e-196	 4.653e-08	 1.050e-202	 5.615e-08	 1.057e-200	 3.778e-08	 5.505e-205	 nan	 nan	 
1.603e+00	 6.669e-08	 -3.868e-194	 4.661e-08	 2.149e-200	 5.625e-08	 2.052e-198	 3.784e-08	 1.197e-202	 nan	 nan	 
1.622e+00	 6.677e-08	 -8.439e-192	 4.666e-08	 5.197e-198	 5.631e-08	 4.699e-196	 3.788e-08	 3.079e-200	 nan	 nan	 
1.641e+00	 6.678e-08	 -1.625e-189	 4.667e-08	 1.107e-195	 5.632e-08	 9.489e-194	 3.789e-08	 6.969e-198	 nan	 nan	 
1.660e+00	 6.694e-08	 -2.773e-187	 4.678e-08	 2.083e-193	 5.645e-08	 1.696e-191	 3.797e-08	 1.392e-195	 nan	 nan	 
1.679e+00	 6.702e-08	 -4.211e-185	 4.684e-08	 3.484e-191	 5.652e-08	 2.695e-189	 3.802e-08	 2.466e-193	 nan	 nan	 
1.698e+00	 6.715e-08	 -5.713e-183	 4.693e-08	 5.192e-189	 5.663e-08	 3.820e-187	 3.809e-08	 3.889e-191	 nan	 nan	 
1.718e+00	 6.716e-08	 -8.926e-181	 4.693e-08	 8.935e-187	 5.664e-08	 6.247e-185	 3.810e-08	 7.095e-189	 nan	 nan	 
1.738e+00	 6.725e-08	 -1.241e-178	 4.699e-08	 1.366e-184	 5.671e-08	 9.082e-183	 3.814e-08	 1.148e-186	 nan	 nan	 
1.758e+00	 6.729e-08	 -1.542e-176	 4.702e-08	 1.861e-182	 5.675e-08	 1.178e-180	 3.817e-08	 1.653e-184	 nan	 nan	 
1.778e+00	 6.752e-08	 -1.719e-174	 4.717e-08	 2.269e-180	 5.694e-08	 1.370e-178	 3.829e-08	 2.129e-182	 nan	 nan	 
1.799e+00	 6.766e-08	 -2.166e-172	 4.727e-08	 3.138e-178	 5.706e-08	 1.804e-176	 3.837e-08	 3.113e-180	 nan	 nan	 
1.820e+00	 6.768e-08	 -2.441e-170	 4.729e-08	 3.872e-176	 5.707e-08	 2.121e-174	 3.838e-08	 4.056e-178	 nan	 nan	 
1.841e+00	 6.775e-08	 -2.470e-168	 4.733e-08	 4.279e-174	 5.713e-08	 2.237e-172	 3.842e-08	 4.728e-176	 nan	 nan	 
1.862e+00	 6.785e-08	 -2.251e-166	 4.740e-08	 4.252e-172	 5.722e-08	 2.124e-170	 3.847e-08	 4.949e-174	 nan	 nan	 
1.884e+00	 6.801e-08	 -2.284e-164	 4.751e-08	 4.713e-170	 5.735e-08	 2.246e-168	 3.856e-08	 5.785e-172	 nan	 nan	 
1.906e+00	 6.812e-08	 -2.082e-162	 4.758e-08	 4.684e-168	 5.744e-08	 2.133e-166	 3.862e-08	 6.057e-170	 nan	 nan	 
1.928e+00	 6.814e-08	 -1.713e-160	 4.760e-08	 4.192e-166	 5.746e-08	 1.825e-164	 3.863e-08	 5.704e-168	 nan	 nan	 
1.950e+00	 6.834e-08	 -1.275e-158	 4.774e-08	 3.390e-164	 5.763e-08	 1.413e-162	 3.874e-08	 4.847e-166	 nan	 nan	 
1.972e+00	 6.844e-08	 -8.622e-157	 4.780e-08	 2.485e-162	 5.770e-08	 9.923e-161	 3.879e-08	 3.730e-164	 nan	 nan	 
1.995e+00	 6.847e-08	 -6.392e-155	 4.782e-08	 2.001e-160	 5.773e-08	 7.648e-159	 3.881e-08	 3.156e-162	 nan	 nan	 
2.018e+00	 6.859e-08	 -4.296e-153	 4.790e-08	 1.457e-158	 5.783e-08	 5.338e-157	 3.887e-08	 2.413e-160	 nan	 nan	 
2.042e+00	 6.872e-08	 -3.134e-151	 4.799e-08	 1.154e-156	 5.794e-08	 4.047e-155	 3.895e-08	 2.008e-158	 nan	 nan	 
2.065e+00	 6.885e-08	 -1.740e-149	 4.808e-08	 6.922e-155	 5.805e-08	 2.331e-153	 3.902e-08	 1.262e-156	 nan	 nan	 
2.089e+00	 6.897e-08	 -1.047e-147	 4.816e-08	 4.505e-153	 5.815e-08	 1.455e-151	 3.908e-08	 8.607e-155	 nan	 nan	 
2.114e+00	 6.914e-08	 -6.769e-146	 4.828e-08	 3.154e-151	 5.829e-08	 9.765e-150	 3.918e-08	 6.323e-153	 nan	 nan	 
2.138e+00	 6.934e-08	 -3.378e-144	 4.841e-08	 1.696e-149	 5.846e-08	 5.047e-148	 3.929e-08	 3.558e-151	 nan	 nan	 
2.163e+00	 6.936e-08	 -1.808e-142	 4.842e-08	 9.802e-148	 5.847e-08	 2.801e-146	 3.930e-08	 2.152e-149	 nan	 nan	 
2.188e+00	 6.949e-08	 -8.835e-141	 4.852e-08	 5.160e-146	 5.858e-08	 1.417e-144	 3.937e-08	 1.185e-147	 nan	 nan	 
2.213e+00	 6.959e-08	 -3.953e-139	 4.858e-08	 2.483e-144	 5.867e-08	 6.563e-143	 3.942e-08	 5.958e-146	 nan	 nan	 
2.239e+00	 6.980e-08	 -1.881e-137	 4.873e-08	 1.272e-142	 5.884e-08	 3.233e-141	 3.954e-08	 3.192e-144	 nan	 nan	 
2.265e+00	 6.991e-08	 -8.189e-136	 4.880e-08	 5.955e-141	 5.893e-08	 1.456e-139	 3.960e-08	 1.560e-142	 nan	 nan	 
2.291e+00	 7.019e-08	 -3.270e-134	 4.899e-08	 2.552e-139	 5.917e-08	 6.012e-138	 3.976e-08	 6.977e-141	 nan	 nan	 
2.317e+00	 7.022e-08	 -1.202e-132	 4.901e-08	 1.005e-137	 5.919e-08	 2.283e-136	 3.977e-08	 2.865e-139	 nan	 nan	 
2.344e+00	 7.038e-08	 -4.660e-131	 4.912e-08	 4.181e-136	 5.932e-08	 9.148e-135	 3.986e-08	 1.243e-137	 nan	 nan	 
2.371e+00	 7.057e-08	 -1.663e-129	 4.925e-08	 1.598e-134	 5.948e-08	 3.372e-133	 3.996e-08	 4.951e-136	 nan	 nan	 
2.399e+00	 7.076e-08	 -6.222e-128	 4.938e-08	 6.408e-133	 5.965e-08	 1.303e-131	 4.007e-08	 2.070e-134	 nan	 nan	 
2.427e+00	 7.084e-08	 -2.140e-126	 4.943e-08	 2.359e-131	 5.971e-08	 4.628e-130	 4.011e-08	 7.936e-133	 nan	 nan	 
2.455e+00	 7.104e-08	 -6.785e-125	 4.956e-08	 7.992e-130	 5.987e-08	 1.514e-128	 4.022e-08	 2.798e-131	 nan	 nan	 
2.483e+00	 7.118e-08	 -1.989e-123	 4.966e-08	 2.500e-128	 5.999e-08	 4.575e-127	 4.029e-08	 9.100e-130	 nan	 nan	 
2.512e+00	 7.136e-08	 -6.077e-122	 4.978e-08	 8.156e-127	 6.014e-08	 1.442e-125	 4.039e-08	 3.089e-128	 nan	 nan	 
2.541e+00	 7.159e-08	 -1.717e-120	 4.994e-08	 2.458e-125	 6.033e-08	 4.198e-124	 4.052e-08	 9.671e-127	 nan	 nan	 
2.570e+00	 7.167e-08	 -4.497e-119	 4.999e-08	 6.852e-124	 6.040e-08	 1.132e-122	 4.056e-08	 2.800e-125	 nan	 nan	 
2.600e+00	 7.189e-08	 -1.221e-117	 5.014e-08	 1.983e-122	 6.058e-08	 3.168e-121	 4.068e-08	 8.416e-124	 nan	 nan	 
2.630e+00	 7.206e-08	 -3.073e-116	 5.025e-08	 5.309e-121	 6.072e-08	 8.208e-120	 4.078e-08	 2.339e-122	 nan	 nan	 
2.661e+00	 7.226e-08	 -7.984e-115	 5.039e-08	 1.468e-119	 6.089e-08	 2.196e-118	 4.089e-08	 6.715e-121	 nan	 nan	 
2.691e+00	 7.247e-08	 -1.736e-113	 5.053e-08	 3.387e-118	 6.107e-08	 4.909e-117	 4.101e-08	 1.605e-119	 nan	 nan	 
2.723e+00	 7.258e-08	 -4.306e-112	 5.060e-08	 8.936e-117	 6.116e-08	 1.254e-115	 4.106e-08	 4.394e-118	 nan	 nan	 
2.754e+00	 7.284e-08	 -8.984e-111	 5.078e-08	 1.977e-115	 6.138e-08	 2.688e-114	 4.121e-08	 1.007e-116	 nan	 nan	 
2.786e+00	 7.299e-08	 -1.927e-109	 5.088e-08	 4.496e-114	 6.150e-08	 5.927e-113	 4.128e-08	 2.372e-115	 nan	 nan	 
2.818e+00	 7.320e-08	 -3.855e-108	 5.102e-08	 9.531e-113	 6.167e-08	 1.218e-111	 4.140e-08	 5.205e-114	 nan	 nan	 
2.851e+00	 7.348e-08	 -7.888e-107	 5.121e-08	 2.067e-111	 6.191e-08	 2.562e-110	 4.156e-08	 1.169e-112	 nan	 nan	 
2.884e+00	 7.369e-08	 -1.507e-105	 5.135e-08	 4.179e-110	 6.208e-08	 5.027e-109	 4.167e-08	 2.445e-111	 nan	 nan	 
2.917e+00	 7.392e-08	 -2.691e-104	 5.150e-08	 7.889e-109	 6.227e-08	 9.214e-108	 4.180e-08	 4.770e-110	 nan	 nan	 
2.951e+00	 7.417e-08	 -4.904e-103	 5.167e-08	 1.520e-107	 6.248e-08	 1.723e-106	 4.193e-08	 9.503e-109	 nan	 nan	 
2.985e+00	 7.433e-08	 -8.359e-102	 5.177e-08	 2.737e-106	 6.261e-08	 3.014e-105	 4.202e-08	 1.768e-107	 nan	 nan	 
3.020e+00	 7.462e-08	 -1.449e-100	 5.197e-08	 5.011e-105	 6.286e-08	 5.360e-104	 4.218e-08	 3.344e-106	 nan	 nan	 
3.055e+00	 7.497e-08	 -2.349e-99	 5.221e-08	 8.573e-104	 6.315e-08	 8.912e-103	 4.237e-08	 5.908e-105	 nan	 nan	 
3.090e+00	 7.530e-08	 -3.571e-98	 5.243e-08	 1.374e-102	 6.343e-08	 1.389e-101	 4.256e-08	 9.766e-104	 nan	 nan	 
3.126e+00	 7.547e-08	 -5.503e-97	 5.254e-08	 2.232e-101	 6.357e-08	 2.194e-100	 4.265e-08	 1.638e-102	 nan	 nan	 
3.162e+00	 7.584e-08	 -7.955e-96	 5.279e-08	 3.397e-100	 6.387e-08	 3.249e-99	 4.285e-08	 2.570e-101	 nan	 nan	 
3.199e+00	 7.605e-08	 -1.163e-94	 5.293e-08	 5.229e-99	 6.404e-08	 4.866e-98	 4.296e-08	 4.080e-100	 nan	 nan	 
3.236e+00	 7.645e-08	 -1.596e-93	 5.320e-08	 7.553e-98	 6.438e-08	 6.841e-97	 4.319e-08	 6.074e-99	 nan	 nan	 
3.273e+00	 7.656e-08	 -2.065e-92	 5.327e-08	 1.027e-96	 6.447e-08	 9.057e-96	 4.325e-08	 8.502e-98	 nan	 nan	 
3.311e+00	 7.678e-08	 -2.701e-91	 5.341e-08	 1.411e-95	 6.465e-08	 1.212e-94	 4.337e-08	 1.204e-96	 nan	 nan	 
3.350e+00	 7.654e-08	 -3.633e-90	 5.324e-08	 1.995e-94	 6.444e-08	 1.670e-93	 4.322e-08	 1.753e-95	 nan	 nan	 
3.388e+00	 7.761e-08	 -4.428e-89	 5.397e-08	 2.550e-93	 6.534e-08	 2.081e-92	 4.382e-08	 2.305e-94	 nan	 nan	 
3.428e+00	 7.848e-08	 -5.493e-88	 5.457e-08	 3.323e-92	 6.607e-08	 2.641e-91	 4.431e-08	 3.090e-93	 nan	 nan	 
3.467e+00	 7.941e-08	 -6.034e-87	 5.520e-08	 3.824e-91	 6.685e-08	 2.965e-90	 4.483e-08	 3.656e-92	 nan	 nan	 
3.507e+00	 8.007e-08	 -6.524e-86	 5.564e-08	 4.333e-90	 6.740e-08	 3.277e-89	 4.519e-08	 4.259e-91	 nan	 nan	 
3.548e+00	 8.065e-08	 -7.132e-85	 5.604e-08	 4.964e-89	 6.788e-08	 3.662e-88	 4.552e-08	 5.015e-90	 nan	 nan	 
3.589e+00	 8.093e-08	 -7.308e-84	 5.622e-08	 5.325e-88	 6.811e-08	 3.834e-87	 4.567e-08	 5.527e-89	 nan	 nan	 
3.631e+00	 8.106e-08	 -7.615e-83	 5.630e-08	 5.809e-87	 6.822e-08	 4.081e-86	 4.574e-08	 6.195e-88	 nan	 nan	 
3.673e+00	 8.121e-08	 -7.592e-82	 5.639e-08	 6.057e-86	 6.834e-08	 4.155e-85	 4.582e-08	 6.631e-87	 nan	 nan	 
3.715e+00	 8.146e-08	 -7.185e-81	 5.655e-08	 5.990e-85	 6.855e-08	 4.014e-84	 4.595e-08	 6.728e-86	 nan	 nan	 
3.758e+00	 8.177e-08	 -6.806e-80	 5.675e-08	 5.929e-84	 6.880e-08	 3.881e-83	 4.611e-08	 6.833e-85	 nan	 nan	 
3.802e+00	 8.200e-08	 -6.447e-79	 5.690e-08	 5.869e-83	 6.899e-08	 3.753e-82	 4.624e-08	 6.940e-84	 nan	 nan	 
3.846e+00	 8.232e-08	 -5.800e-78	 5.710e-08	 5.511e-82	 6.925e-08	 3.445e-81	 4.641e-08	 6.682e-83	 nan	 nan	 
3.891e+00	 8.261e-08	 -5.206e-77	 5.729e-08	 5.164e-81	 6.949e-08	 3.154e-80	 4.657e-08	 6.420e-82	 nan	 nan	 
3.935e+00	 8.296e-08	 -4.238e-76	 5.751e-08	 4.380e-80	 6.978e-08	 2.618e-79	 4.676e-08	 5.577e-81	 nan	 nan	 
3.981e+00	 8.321e-08	 -3.613e-75	 5.767e-08	 3.895e-79	 6.998e-08	 2.276e-78	 4.689e-08	 5.081e-80	 nan	 nan	 
4.027e+00	 8.365e-08	 -2.932e-74	 5.796e-08	 3.293e-78	 7.034e-08	 1.882e-77	 4.713e-08	 4.399e-79	 nan	 nan	 
4.074e+00	 8.393e-08	 -2.370e-73	 5.813e-08	 2.773e-77	 7.057e-08	 1.551e-76	 4.728e-08	 3.794e-78	 nan	 nan	 
4.121e+00	 8.427e-08	 -1.827e-72	 5.834e-08	 2.226e-76	 7.084e-08	 1.219e-75	 4.746e-08	 3.116e-77	 nan	 nan	 
4.169e+00	 8.464e-08	 -1.402e-71	 5.858e-08	 1.778e-75	 7.115e-08	 9.527e-75	 4.766e-08	 2.547e-76	 nan	 nan	 
4.217e+00	 8.500e-08	 -1.027e-70	 5.881e-08	 1.354e-74	 7.144e-08	 7.108e-74	 4.786e-08	 1.985e-75	 nan	 nan	 
4.266e+00	 8.539e-08	 -7.489e-70	 5.906e-08	 1.027e-73	 7.176e-08	 5.279e-73	 4.807e-08	 1.539e-74	 nan	 nan	 
4.315e+00	 8.571e-08	 -5.217e-69	 5.926e-08	 7.435e-73	 7.202e-08	 3.744e-72	 4.824e-08	 1.139e-73	 nan	 nan	 
4.365e+00	 8.607e-08	 -3.617e-68	 5.948e-08	 5.355e-72	 7.231e-08	 2.642e-71	 4.843e-08	 8.384e-73	 nan	 nan	 
4.416e+00	 8.643e-08	 -2.489e-67	 5.971e-08	 3.829e-71	 7.260e-08	 1.851e-70	 4.863e-08	 6.126e-72	 nan	 nan	 
4.467e+00	 8.687e-08	 -1.640e-66	 5.999e-08	 2.618e-70	 7.296e-08	 1.241e-69	 4.886e-08	 4.279e-71	 nan	 nan	 
4.519e+00	 8.730e-08	 -1.073e-65	 6.025e-08	 1.778e-69	 7.331e-08	 8.257e-69	 4.909e-08	 2.967e-70	 nan	 nan	 
4.571e+00	 8.760e-08	 -6.720e-65	 6.044e-08	 1.155e-68	 7.355e-08	 5.261e-68	 4.925e-08	 1.968e-69	 nan	 nan	 
4.624e+00	 8.801e-08	 -4.181e-64	 6.069e-08	 7.452e-68	 7.388e-08	 3.329e-67	 4.947e-08	 1.296e-68	 nan	 nan	 
4.677e+00	 8.849e-08	 -2.493e-63	 6.099e-08	 4.605e-67	 7.427e-08	 2.019e-66	 4.973e-08	 8.169e-68	 nan	 nan	 
4.732e+00	 8.890e-08	 -1.525e-62	 6.124e-08	 2.921e-66	 7.460e-08	 1.256e-65	 4.994e-08	 5.286e-67	 nan	 nan	 
4.786e+00	 8.939e-08	 -8.664e-62	 6.155e-08	 1.718e-65	 7.500e-08	 7.249e-65	 5.021e-08	 3.169e-66	 nan	 nan	 
4.842e+00	 8.986e-08	 -5.036e-61	 6.184e-08	 1.034e-64	 7.538e-08	 4.283e-64	 5.046e-08	 1.946e-65	 nan	 nan	 
4.898e+00	 9.031e-08	 -2.812e-60	 6.212e-08	 5.976e-64	 7.574e-08	 2.430e-63	 5.070e-08	 1.146e-64	 nan	 nan	 
4.955e+00	 9.080e-08	 -1.555e-59	 6.241e-08	 3.419e-63	 7.613e-08	 1.365e-62	 5.096e-08	 6.682e-64	 nan	 nan	 
5.012e+00	 9.133e-08	 -8.263e-59	 6.274e-08	 1.880e-62	 7.656e-08	 7.369e-62	 5.124e-08	 3.741e-63	 nan	 nan	 
5.070e+00	 9.190e-08	 -4.349e-58	 6.310e-08	 1.023e-61	 7.702e-08	 3.939e-61	 5.155e-08	 2.074e-62	 nan	 nan	 
5.129e+00	 9.239e-08	 -2.266e-57	 6.339e-08	 5.509e-61	 7.741e-08	 2.084e-60	 5.180e-08	 1.137e-61	 nan	 nan	 
5.188e+00	 9.299e-08	 -1.136e-56	 6.376e-08	 2.855e-60	 7.789e-08	 1.061e-59	 5.213e-08	 5.997e-61	 nan	 nan	 
5.248e+00	 9.355e-08	 -5.639e-56	 6.411e-08	 1.463e-59	 7.835e-08	 5.346e-59	 5.242e-08	 3.129e-60	 nan	 nan	 
5.309e+00	 9.413e-08	 -2.768e-55	 6.445e-08	 7.420e-59	 7.880e-08	 2.664e-58	 5.273e-08	 1.614e-59	 nan	 nan	 
5.370e+00	 9.473e-08	 -1.310e-54	 6.482e-08	 3.624e-58	 7.929e-08	 1.279e-57	 5.305e-08	 8.018e-59	 nan	 nan	 
5.432e+00	 9.524e-08	 -6.135e-54	 6.512e-08	 1.751e-57	 7.969e-08	 6.079e-57	 5.331e-08	 3.940e-58	 nan	 nan	 
5.495e+00	 9.594e-08	 -2.842e-53	 6.555e-08	 8.370e-57	 8.025e-08	 2.857e-56	 5.369e-08	 1.914e-57	 nan	 nan	 
5.559e+00	 9.656e-08	 -1.300e-52	 6.592e-08	 3.952e-56	 8.074e-08	 1.326e-55	 5.401e-08	 9.187e-57	 nan	 nan	 
5.623e+00	 9.720e-08	 -5.745e-52	 6.631e-08	 1.800e-55	 8.125e-08	 5.943e-55	 5.435e-08	 4.252e-56	 nan	 nan	 
5.688e+00	 9.779e-08	 -2.510e-51	 6.665e-08	 8.105e-55	 8.171e-08	 2.633e-54	 5.466e-08	 1.945e-55	 nan	 nan	 
5.754e+00	 9.843e-08	 -1.083e-50	 6.703e-08	 3.605e-54	 8.222e-08	 1.152e-53	 5.499e-08	 8.788e-55	 nan	 nan	 
5.821e+00	 9.910e-08	 -4.617e-50	 6.742e-08	 1.583e-53	 8.275e-08	 4.979e-53	 5.534e-08	 3.920e-54	 nan	 nan	 
5.888e+00	 9.975e-08	 -1.904e-49	 6.780e-08	 6.726e-53	 8.326e-08	 2.082e-52	 5.568e-08	 1.690e-53	 nan	 nan	 
5.957e+00	 1.005e-07	 -7.918e-49	 6.824e-08	 2.881e-52	 8.385e-08	 8.777e-52	 5.607e-08	 7.350e-53	 nan	 nan	 
6.026e+00	 1.011e-07	 -3.187e-48	 6.858e-08	 1.194e-51	 8.432e-08	 3.580e-51	 5.638e-08	 3.090e-52	 nan	 nan	 
6.095e+00	 1.018e-07	 -1.241e-47	 6.897e-08	 4.785e-51	 8.485e-08	 1.413e-50	 5.673e-08	 1.256e-51	 nan	 nan	 
6.166e+00	 1.026e-07	 -4.874e-47	 6.943e-08	 1.933e-50	 8.546e-08	 5.622e-50	 5.714e-08	 5.149e-51	 nan	 nan	 
6.237e+00	 1.032e-07	 -1.853e-46	 6.982e-08	 7.560e-50	 8.599e-08	 2.165e-49	 5.749e-08	 2.042e-50	 nan	 nan	 
6.310e+00	 1.040e-07	 -7.088e-46	 7.025e-08	 2.975e-49	 8.658e-08	 8.391e-49	 5.788e-08	 8.145e-50	 nan	 nan	 
6.383e+00	 1.047e-07	 -2.628e-45	 7.065e-08	 1.134e-48	 8.713e-08	 3.152e-48	 5.824e-08	 3.148e-49	 nan	 nan	 
6.457e+00	 1.055e-07	 -9.622e-45	 7.107e-08	 4.268e-48	 8.771e-08	 1.169e-47	 5.863e-08	 1.200e-48	 nan	 nan	 
6.531e+00	 1.062e-07	 -3.418e-44	 7.148e-08	 1.558e-47	 8.827e-08	 4.204e-47	 5.899e-08	 4.439e-48	 nan	 nan	 
