U=1.000 
ngas=6.000e+06 (cm-3) 
mean_lam=1.300 (um) 
gamma=0.700 
amax=2.500 (um) 
dust_composition=astro 
! 
Av= 0.000,14.796,41.154,221.104,10886.093
! 
NH= 0.00000e+00,2.14542e+22,5.96732e+22,3.20601e+23,1.57848e+25
! 
w	 p(Av=0.000)	 I(Av=0.000)	 p(Av=14.796)	 I(Av=14.796)	 p(Av=41.154)	 I(Av=41.154)	 p(Av=221.104)	 I(Av=221.104)	 p(Av=10886.093)	 I(Av=10886.093)
6.607e+00	 1.068e-07	 -1.220e-43	 7.177e-08	 5.714e-47	 8.870e-08	 1.519e-46	 5.928e-08	 1.649e-47	 nan	 nan	 
6.683e+00	 1.075e-07	 -4.227e-43	 7.218e-08	 2.034e-46	 8.926e-08	 5.329e-46	 5.965e-08	 5.943e-47	 nan	 nan	 
6.761e+00	 1.080e-07	 -1.471e-42	 7.243e-08	 7.271e-46	 8.964e-08	 1.878e-45	 5.990e-08	 2.152e-46	 nan	 nan	 
6.839e+00	 1.090e-07	 -5.070e-42	 7.299e-08	 2.572e-45	 9.040e-08	 6.550e-45	 6.040e-08	 7.705e-46	 nan	 nan	 
6.918e+00	 1.104e-07	 -1.661e-41	 7.380e-08	 8.650e-45	 9.148e-08	 2.172e-44	 6.112e-08	 2.622e-45	 nan	 nan	 
6.998e+00	 1.107e-07	 -5.445e-41	 7.395e-08	 2.911e-44	 9.173e-08	 7.206e-44	 6.128e-08	 8.929e-45	 nan	 nan	 
7.080e+00	 1.113e-07	 -1.795e-40	 7.424e-08	 9.847e-44	 9.217e-08	 2.404e-43	 6.157e-08	 3.056e-44	 nan	 nan	 
7.161e+00	 1.119e-07	 -5.675e-40	 7.451e-08	 3.194e-43	 9.259e-08	 7.690e-43	 6.184e-08	 1.002e-43	 nan	 nan	 
7.244e+00	 1.125e-07	 -1.796e-39	 7.479e-08	 1.037e-42	 9.301e-08	 2.463e-42	 6.211e-08	 3.291e-43	 nan	 nan	 
7.328e+00	 1.130e-07	 -5.611e-39	 7.502e-08	 3.322e-42	 9.338e-08	 7.783e-42	 6.235e-08	 1.066e-42	 nan	 nan	 
7.413e+00	 1.134e-07	 -1.730e-38	 7.518e-08	 1.051e-41	 9.366e-08	 2.428e-41	 6.253e-08	 3.408e-42	 nan	 nan	 
7.499e+00	 1.139e-07	 -5.266e-38	 7.532e-08	 3.278e-41	 9.392e-08	 7.475e-41	 6.270e-08	 1.075e-41	 nan	 nan	 
7.586e+00	 1.141e-07	 -1.582e-37	 7.537e-08	 1.009e-40	 9.408e-08	 2.271e-40	 6.280e-08	 3.343e-41	 nan	 nan	 
7.674e+00	 1.141e-07	 -4.689e-37	 7.524e-08	 3.067e-40	 9.401e-08	 6.809e-40	 6.274e-08	 1.026e-40	 nan	 nan	 
7.762e+00	 1.140e-07	 -1.352e-36	 7.501e-08	 9.059e-40	 9.381e-08	 1.985e-39	 6.260e-08	 3.061e-40	 nan	 nan	 
7.852e+00	 1.131e-07	 -3.915e-36	 7.428e-08	 2.687e-39	 9.299e-08	 5.812e-39	 6.205e-08	 9.168e-40	 nan	 nan	 
7.943e+00	 1.118e-07	 -1.129e-35	 7.331e-08	 7.941e-39	 9.187e-08	 1.695e-38	 6.129e-08	 2.736e-39	 nan	 nan	 
8.035e+00	 1.104e-07	 -3.249e-35	 7.220e-08	 2.340e-38	 9.057e-08	 4.932e-38	 6.041e-08	 8.137e-39	 nan	 nan	 
8.128e+00	 1.086e-07	 -9.321e-35	 7.093e-08	 6.872e-38	 8.909e-08	 1.430e-37	 5.941e-08	 2.412e-38	 nan	 nan	 
8.222e+00	 1.068e-07	 -2.669e-34	 6.960e-08	 2.015e-37	 8.751e-08	 4.140e-37	 5.835e-08	 7.136e-38	 nan	 nan	 
8.318e+00	 1.053e-07	 -7.790e-34	 6.846e-08	 6.021e-37	 8.618e-08	 1.222e-36	 5.745e-08	 2.151e-37	 nan	 nan	 
8.414e+00	 1.052e-07	 -2.202e-33	 6.823e-08	 1.741e-36	 8.598e-08	 3.489e-36	 5.731e-08	 6.276e-37	 nan	 nan	 
8.511e+00	 1.060e-07	 -6.103e-33	 6.861e-08	 4.940e-36	 8.655e-08	 9.776e-36	 5.768e-08	 1.795e-36	 nan	 nan	 
8.610e+00	 1.059e-07	 -1.650e-32	 6.838e-08	 1.367e-35	 8.637e-08	 2.671e-35	 5.754e-08	 5.008e-36	 nan	 nan	 
8.710e+00	 1.026e-07	 -4.509e-32	 6.612e-08	 3.821e-35	 8.362e-08	 7.378e-35	 5.570e-08	 1.412e-35	 nan	 nan	 
8.811e+00	 1.013e-07	 -1.267e-31	 6.512e-08	 1.098e-34	 8.245e-08	 2.094e-34	 5.491e-08	 4.089e-35	 nan	 nan	 
8.913e+00	 1.034e-07	 -3.485e-31	 6.629e-08	 3.090e-34	 8.404e-08	 5.822e-34	 5.596e-08	 1.160e-34	 nan	 nan	 
9.016e+00	 1.067e-07	 -9.344e-31	 6.825e-08	 8.471e-34	 8.664e-08	 1.577e-33	 5.767e-08	 3.204e-34	 nan	 nan	 
9.120e+00	 1.114e-07	 -2.474e-30	 7.104e-08	 2.293e-33	 9.030e-08	 4.220e-33	 6.009e-08	 8.736e-34	 nan	 nan	 
9.226e+00	 1.187e-07	 -6.499e-30	 7.554e-08	 6.159e-33	 9.614e-08	 1.120e-32	 6.396e-08	 2.363e-33	 nan	 nan	 
9.333e+00	 1.292e-07	 -1.666e-29	 8.196e-08	 1.614e-32	 1.045e-07	 2.900e-32	 6.947e-08	 6.237e-33	 nan	 nan	 
9.441e+00	 1.423e-07	 -4.150e-29	 9.000e-08	 4.109e-32	 1.149e-07	 7.298e-32	 7.637e-08	 1.599e-32	 nan	 nan	 
9.550e+00	 1.570e-07	 -1.006e-28	 9.905e-08	 1.018e-31	 1.266e-07	 1.788e-31	 8.413e-08	 3.989e-32	 nan	 nan	 
9.660e+00	 1.730e-07	 -2.379e-28	 1.088e-07	 2.459e-31	 1.392e-07	 4.269e-31	 9.249e-08	 9.699e-32	 nan	 nan	 
9.772e+00	 1.898e-07	 -5.533e-28	 1.190e-07	 5.845e-31	 1.525e-07	 1.003e-30	 1.013e-07	 2.320e-31	 nan	 nan	 
9.885e+00	 2.070e-07	 -1.257e-27	 1.294e-07	 1.357e-30	 1.661e-07	 2.302e-30	 1.102e-07	 5.420e-31	 nan	 nan	 
1.000e+01	 2.241e-07	 -2.814e-27	 1.396e-07	 3.102e-30	 1.795e-07	 5.203e-30	 1.191e-07	 1.247e-30	 nan	 nan	 
1.012e+01	 2.406e-07	 -6.336e-27	 1.494e-07	 7.139e-30	 1.924e-07	 1.184e-29	 1.276e-07	 2.887e-30	 nan	 nan	 
1.023e+01	 2.553e-07	 -1.298e-26	 1.580e-07	 1.492e-29	 2.038e-07	 2.448e-29	 1.351e-07	 6.066e-30	 nan	 nan	 
1.035e+01	 2.689e-07	 -2.793e-26	 1.658e-07	 3.278e-29	 2.142e-07	 5.319e-29	 1.419e-07	 1.341e-29	 nan	 nan	 
1.047e+01	 2.818e-07	 -5.899e-26	 1.732e-07	 7.070e-29	 2.241e-07	 1.135e-28	 1.484e-07	 2.908e-29	 nan	 nan	 
1.059e+01	 2.942e-07	 -1.224e-25	 1.802e-07	 1.498e-28	 2.335e-07	 2.378e-28	 1.545e-07	 6.192e-29	 nan	 nan	 
1.072e+01	 3.072e-07	 -2.657e-25	 1.874e-07	 3.322e-28	 2.433e-07	 5.214e-28	 1.609e-07	 1.381e-28	 nan	 nan	 
1.084e+01	 3.198e-07	 -5.317e-25	 1.944e-07	 6.780e-28	 2.528e-07	 1.053e-27	 1.671e-07	 2.833e-28	 nan	 nan	 
1.097e+01	 3.332e-07	 -1.108e-24	 2.017e-07	 1.444e-27	 2.628e-07	 2.218e-27	 1.736e-07	 6.064e-28	 nan	 nan	 
1.109e+01	 3.461e-07	 -2.135e-24	 2.087e-07	 2.835e-27	 2.724e-07	 4.312e-27	 1.798e-07	 1.196e-27	 nan	 nan	 
1.122e+01	 3.595e-07	 -4.266e-24	 2.159e-07	 5.780e-27	 2.823e-07	 8.700e-27	 1.861e-07	 2.451e-27	 nan	 nan	 
1.135e+01	 3.720e-07	 -8.330e-24	 2.224e-07	 1.152e-26	 2.914e-07	 1.715e-26	 1.920e-07	 4.905e-27	 nan	 nan	 
1.148e+01	 3.831e-07	 -1.606e-23	 2.281e-07	 2.265e-26	 2.993e-07	 3.339e-26	 1.971e-07	 9.691e-27	 nan	 nan	 
1.161e+01	 3.943e-07	 -3.058e-23	 2.338e-07	 4.397e-26	 3.074e-07	 6.418e-26	 2.022e-07	 1.889e-26	 nan	 nan	 
1.175e+01	 4.067e-07	 -6.043e-23	 2.400e-07	 8.868e-26	 3.161e-07	 1.281e-25	 2.077e-07	 3.828e-26	 nan	 nan	 
1.189e+01	 4.197e-07	 -1.172e-22	 2.465e-07	 1.754e-25	 3.254e-07	 2.508e-25	 2.135e-07	 7.605e-26	 nan	 nan	 
1.202e+01	 4.313e-07	 -2.120e-22	 2.521e-07	 3.233e-25	 3.335e-07	 4.579e-25	 2.186e-07	 1.407e-25	 nan	 nan	 
1.216e+01	 4.431e-07	 -3.964e-22	 2.577e-07	 6.165e-25	 3.416e-07	 8.645e-25	 2.237e-07	 2.694e-25	 nan	 nan	 
1.230e+01	 4.535e-07	 -7.320e-22	 2.624e-07	 1.161e-24	 3.486e-07	 1.612e-24	 2.280e-07	 5.091e-25	 nan	 nan	 
1.244e+01	 4.629e-07	 -1.343e-21	 2.665e-07	 2.169e-24	 3.547e-07	 2.984e-24	 2.317e-07	 9.550e-25	 nan	 nan	 
1.259e+01	 4.732e-07	 -2.573e-21	 2.709e-07	 4.241e-24	 3.614e-07	 5.775e-24	 2.357e-07	 1.874e-24	 nan	 nan	 
1.273e+01	 4.838e-07	 -4.710e-21	 2.755e-07	 7.908e-24	 3.683e-07	 1.067e-23	 2.399e-07	 3.506e-24	 nan	 nan	 
1.288e+01	 4.983e-07	 -8.944e-21	 2.820e-07	 1.531e-23	 3.780e-07	 2.046e-23	 2.458e-07	 6.812e-24	 nan	 nan	 
1.303e+01	 5.153e-07	 -1.667e-20	 2.899e-07	 2.908e-23	 3.895e-07	 3.850e-23	 2.529e-07	 1.298e-23	 nan	 nan	 
1.318e+01	 5.331e-07	 -3.069e-20	 2.981e-07	 5.455e-23	 4.015e-07	 7.156e-23	 2.601e-07	 2.443e-23	 nan	 nan	 
1.334e+01	 5.552e-07	 -5.796e-20	 3.084e-07	 1.050e-22	 4.164e-07	 1.365e-22	 2.693e-07	 4.721e-23	 nan	 nan	 
1.349e+01	 5.768e-07	 -1.037e-19	 3.184e-07	 1.913e-22	 4.311e-07	 2.464e-22	 2.782e-07	 8.623e-23	 nan	 nan	 
1.365e+01	 6.018e-07	 -1.902e-19	 3.300e-07	 3.577e-22	 4.479e-07	 4.565e-22	 2.885e-07	 1.618e-22	 nan	 nan	 
1.380e+01	 6.264e-07	 -3.320e-19	 3.412e-07	 6.354e-22	 4.643e-07	 8.041e-22	 2.984e-07	 2.881e-22	 nan	 nan	 
1.396e+01	 6.548e-07	 -5.946e-19	 3.542e-07	 1.159e-21	 4.833e-07	 1.454e-21	 3.099e-07	 5.271e-22	 nan	 nan	 
1.412e+01	 6.856e-07	 -1.053e-18	 3.682e-07	 2.089e-21	 5.038e-07	 2.599e-21	 3.222e-07	 9.530e-22	 nan	 nan	 
1.429e+01	 7.210e-07	 -1.909e-18	 3.842e-07	 3.860e-21	 5.272e-07	 4.758e-21	 3.363e-07	 1.766e-21	 nan	 nan	 
1.445e+01	 7.568e-07	 -3.308e-18	 4.002e-07	 6.808e-21	 5.508e-07	 8.324e-21	 3.505e-07	 3.122e-21	 nan	 nan	 
1.462e+01	 7.983e-07	 -5.871e-18	 4.188e-07	 1.230e-20	 5.781e-07	 1.492e-20	 3.668e-07	 5.658e-21	 nan	 nan	 
1.479e+01	 8.439e-07	 -1.032e-17	 4.392e-07	 2.201e-20	 6.081e-07	 2.647e-20	 3.847e-07	 1.015e-20	 nan	 nan	 
1.496e+01	 8.945e-07	 -1.796e-17	 4.616e-07	 3.899e-20	 6.412e-07	 4.651e-20	 4.044e-07	 1.803e-20	 nan	 nan	 
1.514e+01	 9.546e-07	 -3.191e-17	 4.884e-07	 7.058e-20	 6.805e-07	 8.348e-20	 4.278e-07	 3.271e-20	 nan	 nan	 
1.531e+01	 1.019e-06	 -5.442e-17	 5.167e-07	 1.224e-19	 7.222e-07	 1.437e-19	 4.526e-07	 5.688e-20	 nan	 nan	 
1.549e+01	 1.096e-06	 -9.460e-17	 5.508e-07	 2.166e-19	 7.724e-07	 2.523e-19	 4.824e-07	 1.009e-19	 nan	 nan	 
1.567e+01	 1.183e-06	 -1.625e-16	 5.894e-07	 3.788e-19	 8.293e-07	 4.377e-19	 5.162e-07	 1.768e-19	 nan	 nan	 
1.585e+01	 1.284e-06	 -2.759e-16	 6.338e-07	 6.541e-19	 8.947e-07	 7.501e-19	 5.549e-07	 3.061e-19	 nan	 nan	 
1.603e+01	 1.399e-06	 -4.628e-16	 6.844e-07	 1.116e-18	 9.693e-07	 1.270e-18	 5.991e-07	 5.233e-19	 nan	 nan	 
1.622e+01	 1.539e-06	 -7.873e-16	 7.457e-07	 1.932e-18	 1.060e-06	 2.183e-18	 6.526e-07	 9.080e-19	 nan	 nan	 
1.641e+01	 1.701e-06	 -1.321e-15	 8.162e-07	 3.297e-18	 1.164e-06	 3.699e-18	 7.140e-07	 1.554e-18	 nan	 nan	 
1.660e+01	 1.889e-06	 -2.186e-15	 8.977e-07	 5.550e-18	 1.284e-06	 6.181e-18	 7.850e-07	 2.621e-18	 nan	 nan	 
1.679e+01	 2.106e-06	 -3.568e-15	 9.918e-07	 9.207e-18	 1.423e-06	 1.018e-17	 8.670e-07	 4.358e-18	 nan	 nan	 
1.698e+01	 2.358e-06	 -5.741e-15	 1.100e-06	 1.506e-17	 1.583e-06	 1.654e-17	 9.612e-07	 7.142e-18	 nan	 nan	 
1.718e+01	 2.662e-06	 -9.326e-15	 1.230e-06	 2.488e-17	 1.776e-06	 2.715e-17	 1.074e-06	 1.183e-17	 nan	 nan	 
1.738e+01	 3.013e-06	 -1.493e-14	 1.379e-06	 4.050e-17	 1.997e-06	 4.390e-17	 1.204e-06	 1.929e-17	 nan	 nan	 
1.758e+01	 3.418e-06	 -2.358e-14	 1.550e-06	 6.500e-17	 2.251e-06	 6.999e-17	 1.353e-06	 3.103e-17	 nan	 nan	 
1.778e+01	 3.885e-06	 -3.672e-14	 1.746e-06	 1.029e-16	 2.543e-06	 1.101e-16	 1.523e-06	 4.921e-17	 nan	 nan	 
1.799e+01	 4.446e-06	 -5.766e-14	 1.980e-06	 1.642e-16	 2.891e-06	 1.746e-16	 1.727e-06	 7.875e-17	 nan	 nan	 
1.820e+01	 5.095e-06	 -8.930e-14	 2.250e-06	 2.585e-16	 3.292e-06	 2.732e-16	 1.961e-06	 1.242e-16	 nan	 nan	 
1.841e+01	 5.843e-06	 -1.364e-13	 2.559e-06	 4.014e-16	 3.753e-06	 4.216e-16	 2.230e-06	 1.933e-16	 nan	 nan	 
1.862e+01	 6.703e-06	 -2.058e-13	 2.913e-06	 6.149e-16	 4.279e-06	 6.422e-16	 2.537e-06	 2.968e-16	 nan	 nan	 
1.884e+01	 7.734e-06	 -3.125e-13	 3.334e-06	 9.489e-16	 4.906e-06	 9.852e-16	 2.904e-06	 4.590e-16	 nan	 nan	 
1.906e+01	 8.917e-06	 -4.682e-13	 3.816e-06	 1.444e-15	 5.623e-06	 1.491e-15	 3.322e-06	 7.002e-16	 nan	 nan	 
1.927e+01	 1.022e-05	 -6.804e-13	 4.344e-06	 2.130e-15	 6.408e-06	 2.188e-15	 3.781e-06	 1.035e-15	 nan	 nan	 
1.950e+01	 1.182e-05	 -1.014e-12	 4.992e-06	 3.226e-15	 7.369e-06	 3.295e-15	 4.344e-06	 1.571e-15	 nan	 nan	 
1.972e+01	 1.358e-05	 -1.467e-12	 5.701e-06	 4.740e-15	 8.420e-06	 4.816e-15	 4.960e-06	 2.313e-15	 nan	 nan	 
1.995e+01	 1.565e-05	 -2.140e-12	 6.534e-06	 7.018e-15	 9.653e-06	 7.095e-15	 5.684e-06	 3.433e-15	 nan	 nan	 
2.018e+01	 1.802e-05	 -3.098e-12	 7.483e-06	 1.032e-14	 1.105e-05	 1.038e-14	 6.510e-06	 5.059e-15	 nan	 nan	 
2.042e+01	 2.085e-05	 -4.522e-12	 8.616e-06	 1.529e-14	 1.272e-05	 1.531e-14	 7.495e-06	 7.517e-15	 nan	 nan	 
2.065e+01	 2.397e-05	 -6.436e-12	 9.864e-06	 2.209e-14	 1.456e-05	 2.201e-14	 8.580e-06	 1.088e-14	 nan	 nan	 
2.089e+01	 2.771e-05	 -9.234e-12	 1.136e-05	 3.217e-14	 1.674e-05	 3.191e-14	 9.877e-06	 1.589e-14	 nan	 nan	 
2.114e+01	 3.220e-05	 -1.334e-11	 1.315e-05	 4.719e-14	 1.936e-05	 4.660e-14	 1.143e-05	 2.337e-14	 nan	 nan	 
2.138e+01	 3.716e-05	 -1.879e-11	 1.513e-05	 6.744e-14	 2.224e-05	 6.632e-14	 1.316e-05	 3.348e-14	 nan	 nan	 
2.163e+01	 4.312e-05	 -2.662e-11	 1.751e-05	 9.698e-14	 2.569e-05	 9.497e-14	 1.523e-05	 4.827e-14	 nan	 nan	 
2.188e+01	 5.001e-05	 -3.736e-11	 2.026e-05	 1.381e-13	 2.966e-05	 1.347e-13	 1.762e-05	 6.890e-14	 nan	 nan	 
2.213e+01	 5.789e-05	 -5.190e-11	 2.342e-05	 1.945e-13	 3.419e-05	 1.890e-13	 2.036e-05	 9.734e-14	 nan	 nan	 
2.239e+01	 6.729e-05	 -7.233e-11	 2.718e-05	 2.751e-13	 3.957e-05	 2.663e-13	 2.362e-05	 1.380e-13	 nan	 nan	 
2.265e+01	 7.804e-05	 -9.988e-11	 3.149e-05	 3.854e-13	 4.571e-05	 3.717e-13	 2.737e-05	 1.939e-13	 nan	 nan	 
2.291e+01	 9.031e-05	 -1.366e-10	 3.642e-05	 5.344e-13	 5.269e-05	 5.137e-13	 3.164e-05	 2.697e-13	 nan	 nan	 
2.317e+01	 1.043e-04	 -1.850e-10	 4.203e-05	 7.339e-13	 6.060e-05	 7.033e-13	 3.651e-05	 3.714e-13	 nan	 nan	 
2.344e+01	 1.208e-04	 -2.520e-10	 4.868e-05	 1.014e-12	 6.992e-05	 9.685e-13	 4.227e-05	 5.147e-13	 nan	 nan	 
2.371e+01	 1.395e-04	 -3.403e-10	 5.626e-05	 1.388e-12	 8.049e-05	 1.322e-12	 4.883e-05	 7.068e-13	 nan	 nan	 
2.399e+01	 1.616e-04	 -4.617e-10	 6.521e-05	 1.909e-12	 9.289e-05	 1.813e-12	 5.657e-05	 9.756e-13	 nan	 nan	 
2.427e+01	 1.868e-04	 -6.214e-10	 7.546e-05	 2.606e-12	 1.070e-04	 2.468e-12	 6.542e-05	 1.336e-12	 nan	 nan	 
2.455e+01	 2.155e-04	 -8.304e-10	 8.713e-05	 3.529e-12	 1.230e-04	 3.334e-12	 7.548e-05	 1.815e-12	 nan	 nan	 
2.483e+01	 2.479e-04	 -1.101e-09	 1.004e-04	 4.741e-12	 1.410e-04	 4.469e-12	 8.689e-05	 2.447e-12	 nan	 nan	 
2.512e+01	 2.860e-04	 -1.465e-09	 1.160e-04	 6.394e-12	 1.621e-04	 6.013e-12	 1.003e-04	 3.312e-12	 nan	 nan	 
2.541e+01	 3.292e-04	 -1.937e-09	 1.338e-04	 8.564e-12	 1.860e-04	 8.037e-12	 1.156e-04	 4.453e-12	 nan	 nan	 
2.570e+01	 3.780e-04	 -2.542e-09	 1.540e-04	 1.139e-11	 2.129e-04	 1.066e-11	 1.329e-04	 5.942e-12	 nan	 nan	 
2.600e+01	 4.351e-04	 -3.345e-09	 1.777e-04	 1.518e-11	 2.442e-04	 1.419e-11	 1.531e-04	 7.955e-12	 nan	 nan	 
2.630e+01	 4.996e-04	 -4.372e-09	 2.046e-04	 2.010e-11	 2.796e-04	 1.876e-11	 1.760e-04	 1.057e-11	 nan	 nan	 
2.661e+01	 5.750e-04	 -5.726e-09	 2.362e-04	 2.667e-11	 3.208e-04	 2.485e-11	 2.028e-04	 1.409e-11	 nan	 nan	 
2.692e+01	 6.601e-04	 -7.455e-09	 2.719e-04	 3.517e-11	 3.671e-04	 3.273e-11	 2.331e-04	 1.866e-11	 nan	 nan	 
2.723e+01	 7.559e-04	 -9.627e-09	 3.124e-04	 4.599e-11	 4.191e-04	 4.274e-11	 2.673e-04	 2.450e-11	 nan	 nan	 
2.754e+01	 8.635e-04	 -1.236e-08	 3.580e-04	 5.977e-11	 4.773e-04	 5.549e-11	 3.058e-04	 3.199e-11	 nan	 nan	 
2.786e+01	 9.881e-04	 -1.590e-08	 4.111e-04	 7.784e-11	 5.445e-04	 7.220e-11	 3.503e-04	 4.185e-11	 nan	 nan	 
2.818e+01	 1.128e-03	 -2.031e-08	 4.710e-04	 1.007e-10	 6.197e-04	 9.331e-11	 4.004e-04	 5.439e-11	 nan	 nan	 
2.851e+01	 1.290e-03	 -2.600e-08	 5.407e-04	 1.305e-10	 7.065e-04	 1.209e-10	 4.584e-04	 7.085e-11	 nan	 nan	 
2.884e+01	 1.471e-03	 -3.307e-08	 6.191e-04	 1.680e-10	 8.035e-04	 1.555e-10	 5.234e-04	 9.166e-11	 nan	 nan	 
2.917e+01	 1.673e-03	 -4.181e-08	 7.071e-04	 2.149e-10	 9.113e-04	 1.988e-10	 5.960e-04	 1.179e-10	 nan	 nan	 
2.951e+01	 1.906e-03	 -5.290e-08	 8.089e-04	 2.751e-10	 1.035e-03	 2.546e-10	 6.797e-04	 1.518e-10	 nan	 nan	 
2.985e+01	 2.166e-03	 -6.657e-08	 9.232e-04	 3.503e-10	 1.173e-03	 3.241e-10	 7.732e-04	 1.943e-10	 nan	 nan	 
3.020e+01	 2.464e-03	 -8.387e-08	 1.055e-03	 4.466e-10	 1.331e-03	 4.132e-10	 8.805e-04	 2.491e-10	 nan	 nan	 
3.055e+01	 2.795e-03	 -1.050e-07	 1.203e-03	 5.655e-10	 1.505e-03	 5.233e-10	 9.999e-04	 3.173e-10	 nan	 nan	 
3.090e+01	 3.165e-03	 -1.306e-07	 1.368e-03	 7.116e-10	 1.700e-03	 6.586e-10	 1.133e-03	 4.017e-10	 nan	 nan	 
3.126e+01	 3.585e-03	 -1.627e-07	 1.557e-03	 8.965e-10	 1.920e-03	 8.301e-10	 1.284e-03	 5.092e-10	 nan	 nan	 
3.162e+01	 4.052e-03	 -2.015e-07	 1.768e-03	 1.123e-09	 2.164e-03	 1.040e-09	 1.452e-03	 6.418e-10	 nan	 nan	 
3.199e+01	 4.583e-03	 -2.497e-07	 2.010e-03	 1.408e-09	 2.441e-03	 1.305e-09	 1.644e-03	 8.099e-10	 nan	 nan	 
3.236e+01	 5.172e-03	 -3.075e-07	 2.279e-03	 1.752e-09	 2.747e-03	 1.626e-09	 1.855e-03	 1.015e-09	 nan	 nan	 
3.273e+01	 5.821e-03	 -3.768e-07	 2.578e-03	 2.171e-09	 3.084e-03	 2.016e-09	 2.088e-03	 1.266e-09	 nan	 nan	 
3.311e+01	 6.557e-03	 -4.623e-07	 2.919e-03	 2.693e-09	 3.465e-03	 2.504e-09	 2.353e-03	 1.582e-09	 nan	 nan	 
3.350e+01	 7.389e-03	 -5.668e-07	 3.307e-03	 3.338e-09	 3.894e-03	 3.108e-09	 2.651e-03	 1.975e-09	 nan	 nan	 
3.388e+01	 8.283e-03	 -6.871e-07	 3.727e-03	 4.089e-09	 4.354e-03	 3.812e-09	 2.971e-03	 2.438e-09	 nan	 nan	 
3.428e+01	 9.316e-03	 -8.385e-07	 4.214e-03	 5.044e-09	 4.884e-03	 4.710e-09	 3.340e-03	 3.031e-09	 nan	 nan	 
3.467e+01	 1.042e-02	 -1.012e-06	 4.740e-03	 6.152e-09	 5.451e-03	 5.753e-09	 3.736e-03	 3.725e-09	 nan	 nan	 
3.508e+01	 1.170e-02	 -1.228e-06	 5.350e-03	 7.544e-09	 6.102e-03	 7.067e-09	 4.190e-03	 4.606e-09	 nan	 nan	 
3.548e+01	 1.306e-02	 -1.475e-06	 6.007e-03	 9.154e-09	 6.797e-03	 8.590e-09	 4.676e-03	 5.634e-09	 nan	 nan	 
3.589e+01	 1.459e-02	 -1.772e-06	 6.746e-03	 1.111e-08	 7.573e-03	 1.045e-08	 5.217e-03	 6.897e-09	 nan	 nan	 
3.631e+01	 1.630e-02	 -2.129e-06	 7.580e-03	 1.349e-08	 8.441e-03	 1.271e-08	 5.823e-03	 8.445e-09	 nan	 nan	 
3.673e+01	 1.818e-02	 -2.543e-06	 8.499e-03	 1.627e-08	 9.388e-03	 1.536e-08	 6.484e-03	 1.028e-08	 nan	 nan	 
3.715e+01	 2.021e-02	 -3.025e-06	 9.502e-03	 1.955e-08	 1.041e-02	 1.850e-08	 7.198e-03	 1.246e-08	 nan	 nan	 
3.758e+01	 2.248e-02	 -3.598e-06	 1.063e-02	 2.347e-08	 1.156e-02	 2.227e-08	 7.995e-03	 1.510e-08	 nan	 nan	 
3.802e+01	 2.501e-02	 -4.275e-06	 1.189e-02	 2.817e-08	 1.283e-02	 2.679e-08	 8.878e-03	 1.830e-08	 nan	 nan	 
3.846e+01	 2.775e-02	 -5.058e-06	 1.328e-02	 3.365e-08	 1.420e-02	 3.209e-08	 9.833e-03	 2.207e-08	 nan	 nan	 
3.890e+01	 3.073e-02	 -5.957e-06	 1.478e-02	 4.001e-08	 1.569e-02	 3.826e-08	 1.086e-02	 2.650e-08	 nan	 nan	 
3.935e+01	 3.403e-02	 -7.013e-06	 1.647e-02	 4.755e-08	 1.734e-02	 4.559e-08	 1.201e-02	 3.181e-08	 nan	 nan	 
3.981e+01	 3.768e-02	 -8.252e-06	 1.834e-02	 5.648e-08	 1.916e-02	 5.432e-08	 1.326e-02	 3.818e-08	 nan	 nan	 
4.027e+01	 4.163e-02	 -9.672e-06	 2.038e-02	 6.681e-08	 2.112e-02	 6.445e-08	 1.461e-02	 4.565e-08	 nan	 nan	 
4.074e+01	 4.599e-02	 -1.131e-05	 2.265e-02	 7.889e-08	 2.328e-02	 7.633e-08	 1.610e-02	 5.448e-08	 nan	 nan	 
4.121e+01	 5.069e-02	 -1.319e-05	 2.511e-02	 9.283e-08	 2.561e-02	 9.011e-08	 1.769e-02	 6.481e-08	 nan	 nan	 
4.169e+01	 5.585e-02	 -1.538e-05	 2.784e-02	 1.092e-07	 2.817e-02	 1.063e-07	 1.944e-02	 7.708e-08	 nan	 nan	 
4.217e+01	 6.142e-02	 -1.783e-05	 3.079e-02	 1.277e-07	 3.092e-02	 1.248e-07	 2.131e-02	 9.118e-08	 nan	 nan	 
4.266e+01	 6.754e-02	 -2.066e-05	 3.406e-02	 1.493e-07	 3.393e-02	 1.464e-07	 2.335e-02	 1.078e-07	 nan	 nan	 
4.315e+01	 7.408e-02	 -2.385e-05	 3.758e-02	 1.739e-07	 3.716e-02	 1.711e-07	 2.552e-02	 1.270e-07	 nan	 nan	 
4.365e+01	 8.127e-02	 -2.752e-05	 4.147e-02	 2.023e-07	 4.069e-02	 1.998e-07	 2.790e-02	 1.496e-07	 nan	 nan	 
4.416e+01	 8.909e-02	 -3.172e-05	 4.574e-02	 2.353e-07	 4.454e-02	 2.332e-07	 3.047e-02	 1.761e-07	 nan	 nan	 
4.467e+01	 9.749e-02	 -3.644e-05	 5.034e-02	 2.725e-07	 4.865e-02	 2.712e-07	 3.321e-02	 2.065e-07	 nan	 nan	 
